time,value,unit
2018-05-15 08:03:00 +0000,69.18407025,deg F
2018-05-15 08:04:00 +0000,74.08569989,deg F
2018-05-15 08:05:00 +0000,69.14665323,deg F
2018-05-15 08:06:00 +0000,70.71816807,deg F
2018-05-15 08:07:00 +0000,67.57513838,deg F
2018-05-15 08:08:00 +0000,73.86119777,deg F
2018-05-15 08:09:00 +0000,79.13699761,deg F
2018-05-15 08:10:00 +0000,69.18407025,deg F
2018-05-15 08:11:00 +0000,64.20760657,deg F
2018-05-15 08:12:00 +0000,72.40193398,deg F
2018-05-15 08:13:00 +0000,72.10259782,deg F
2018-05-15 08:14:00 +0000,80.89559755,deg F
2018-05-15 08:15:00 +0000,67.10824511,deg F
2018-05-15 08:16:00 +0000,79.13221485,deg F
2018-05-15 08:17:00 +0000,73.97141823,deg F
2018-05-15 08:18:00 +0000,77.39130812,deg F
2018-05-15 08:19:00 +0000,70.66162915,deg F
2018-05-15 08:20:00 +0000,70.51208073,deg F
2018-05-15 08:21:00 +0000,70.2877581,deg F
2018-05-15 08:22:00 +0000,77.37066586,deg F
2018-05-15 08:23:00 +0000,69.07294227,deg F
2018-05-15 08:24:00 +0000,67.42834841,deg F
2018-05-15 08:25:00 +0000,67.48509398,deg F
2018-05-15 08:26:00 +0000,75.63113523,deg F
2018-05-15 08:27:00 +0000,56.83545291,deg F
2018-05-15 08:28:00 +0000,70.67980364,deg F
2018-05-15 08:29:00 +0000,65.73110455,deg F
2018-05-15 08:30:00 +0000,67.37438216,deg F
2018-05-15 08:31:00 +0000,68.90561812,deg F
2018-05-15 08:32:00 +0000,61.17474389,deg F
2018-05-15 08:33:00 +0000,80.7231278,deg F
2018-05-15 08:34:00 +0000,62.76391204,deg F
2018-05-15 08:35:00 +0000,67.20704442,deg F
2018-05-15 08:36:00 +0000,70.17527661,deg F
2018-05-15 08:37:00 +0000,73.83334954,deg F
2018-05-15 08:38:00 +0000,64.18576151,deg F
2018-05-15 08:39:00 +0000,64.26039611,deg F
